data,estacao,linha,n_passageiros
09/14,Pavuna,2,1301436
10/14,Uruguai,1,627033
10/14,Saens Peña,1,831058
10/14,Sao Francisco Xavier,1,299862
10/14,Afonso Pena,1,3372
10/14,Estacio,1,277769
10/14,Praca Onze,1,262116
10/14,Central,1,1921822
10/14,Presidente Vargas,1,258488
10/14,Uruguaiana,1,1241339
10/14,Carioca,1,1575303
10/14,Cinelândia,1,1039485
10/14,Gloria,1,330862
10/14,Catete,1,343708
10/14,Largo do Machado,1,72858
10/14,Flamengo,1,49562
10/14,Botafogo,1,1588662
10/14,Cardeal Arcoverde,1,394151
10/14,Siqueira Campos,1,736511
10/14,Cantagalo,1,386508
10/14,Ipanema / General Osorio,1,1023766
10/14,Cidade Nova,2,250408
10/14,Sao Cristovao,2,430235
10/14,Maracana,2,340316
10/14,Triagem,2,213388
10/14,Maria da Graca,2,267018
10/14,Del Castilho,2,711828
10/14,Inhauma,2,192365
10/14,Engenho da Rainha,2,185717
10/14,Tomas Coelho,2,74748
10/14,Vicente de Carvalho,2,486508
10/14,Iraja,2,373532
10/14,Colegio,2,247878
10/14,Coelho Neto,2,463648
10/14,Acari/Fazenda Botafogo,2,156378
10/14,Engenheiro Rubens Paiva,2,230118
10/14,Pavuna,2,1327409
11/14,Uruguai,1,556558
11/14,Saens Peña,1,741865
11/14,Sao Francisco Xavier,1,265074
11/14,Afonso Pena,1,299101
11/14,Estacio,1,259065
11/14,Praca Onze,1,241786
11/14,Central,1,1741346
11/14,Presidente Vargas,1,231465
11/14,Uruguaiana,1,1117856
11/14,Carioca,1,1378651
11/14,Cinelândia,1,896956
11/14,Gloria,1,305669
11/14,Catete,1,309963
11/14,Largo do Machado,1,644775
11/14,Flamengo,1,438976
11/14,Botafogo,1,1410648
11/14,Cardeal Arcoverde,1,36957
11/14,Siqueira Campos,1,664996
11/14,Cantagalo,1,355807
11/14,Ipanema / General Osorio,1,928135
11/14,Cidade Nova,2,216316
11/14,Sao Cristovao,2,37456
11/14,Maracana,2,314935
11/14,Triagem,2,186937
11/14,Maria da Graca,2,247289
11/14,Del Castilho,2,673885
11/14,Inhauma,2,173263
11/14,Engenho da Rainha,2,167731
11/14,Tomas Coelho,2,67082
11/14,Vicente de Carvalho,2,449584
11/14,Iraja,2,335776
11/14,Colegio,2,223377
11/14,Coelho Neto,2,425768
11/14,Acari/Fazenda Botafogo,2,141851
11/14,Engenheiro Rubens Paiva,2,208625
11/14,Pavuna,2,1192701
12/14,Uruguai,1,575542
12/14,Saens Peña,1,796728
12/14,Sao Francisco Xavier,1,273714
12/14,Afonso Pena,1,297531
12/14,Estacio,1,269487
12/14,Praca Onze,1,22866
12/14,Central,1,1888811
12/14,Presidente Vargas,1,244236
12/14,Uruguaiana,1,123236
12/14,Carioca,1,1422818
12/14,Cinelândia,1,883494
12/14,Gloria,1,322558
12/14,Catete,1,320506
12/14,Largo do Machado,1,686252
12/14,Flamengo,1,448315
12/14,Botafogo,1,1452195
12/14,Cardeal Arcoverde,1,445059
12/14,Siqueira Campos,1,768205
12/14,Cantagalo,1,398803
12/14,Ipanema / General Osorio,1,1033903
12/14,Cidade Nova,2,235175
12/14,Sao Cristovao,2,332127
12/14,Maracana,2,273305
12/14,Triagem,2,193961
12/14,Maria da Graca,2,256882
12/14,Del Castilho,2,723984
12/14,Inhauma,2,1810
12/14,Engenho da Rainha,2,176282
12/14,Tomas Coelho,2,69862
12/14,Vicente de Carvalho,2,478826
12/14,Iraja,2,350051
12/14,Colegio,2,234783
12/14,Coelho Neto,2,445355
12/14,Acari/Fazenda Botafogo,2,160526
12/14,Engenheiro Rubens Paiva,2,222581
12/14,Pavuna,2,1284319
01/15,Uruguai,1,524902
01/15,Saens Peña,1,707642
01/15,Sao Francisco Xavier,1,24999
01/15,Afonso Pena,1,275504
01/15,Estacio,1,250949
01/15,Praca Onze,1,205152
01/15,Central,1,1751794
01/15,Presidente Vargas,1,215205
01/15,Uruguaiana,1,1093341
01/15,Carioca,1,1353896
01/15,Cinelândia,1,848104
01/15,Gloria,1,298493
01/15,Catete,1,298326
01/15,Largo do Machado,1,627299
01/15,Flamengo,1,4207
01/15,Botafogo,1,1360371
01/15,Cardeal Arcoverde,1,444213
01/15,Siqueira Campos,1,705553
01/15,Cantagalo,1,375003
01/15,Ipanema / General Osorio,1,1089736
01/15,Cidade Nova,2,202311
01/15,Sao Cristovao,2,289853
01/15,Maracana,2,257739
01/15,Triagem,2,173613
01/15,Maria da Graca,2,231957
01/15,Del Castilho,2,593512
01/15,Inhauma,2,166965
01/15,Engenho da Rainha,2,162328
01/15,Tomas Coelho,2,62325
01/15,Vicente de Carvalho,2,425254
01/15,Iraja,2,318526
01/15,Colegio,2,21585
01/15,Coelho Neto,2,411363
01/15,Acari/Fazenda Botafogo,2,140978
01/15,Engenheiro Rubens Paiva,2,207966
01/15,Pavuna,2,1192486
02/15,Uruguai,1,552742
02/15,Saens Peña,1,714144
02/15,Sao Francisco Xavier,1,268137
02/15,Afonso Pena,1,303064
02/15,Estacio,1,25259
02/15,Praca Onze,1,269986
02/15,Central,1,1762191
02/15,Presidente Vargas,1,199477
02/15,Uruguaiana,1,1053307
02/15,Carioca,1,1429917
02/15,Cinelândia,1,83119
02/15,Gloria,1,355818
02/15,Catete,1,261107
02/15,Largo do Machado,1,674219
02/15,Flamengo,1,432018
02/15,Botafogo,1,1380679
02/15,Cardeal Arcoverde,1,416828
02/15,Siqueira Campos,1,675188
02/15,Cantagalo,1,379674
02/15,Ipanema / General Osorio,1,1055497
02/15,Cidade Nova,2,233883
02/15,Sao Cristovao,2,334449
02/15,Maracana,2,241757
02/15,Triagem,2,172837
02/15,Maria da Graca,2,246351
02/15,Del Castilho,2,564254
02/15,Inhauma,2,167872
02/15,Engenho da Rainha,2,156412
02/15,Tomas Coelho,2,5863
02/15,Vicente de Carvalho,2,429505
02/15,Iraja,2,31627
02/15,Colegio,2,206263
02/15,Coelho Neto,2,362725
02/15,Acari/Fazenda Botafogo,2,166442
02/15,Engenheiro Rubens Paiva,2,191931
02/15,Pavuna,2,1120728
03/15,Uruguai,1,650268
03/15,Saens Peña,1,829141
03/15,Sao Francisco Xavier,1,300704
03/15,Afonso Pena,1,344614
03/15,Estacio,1,289021
03/15,Praca Onze,1,254195
03/15,Central,1,1972861
03/15,Presidente Vargas,1,262544
03/15,Uruguaiana,1,1273034
03/15,Carioca,1,1614519
03/15,Cinelândia,1,1082019
03/15,Gloria,1,332426
03/15,Catete,1,341251
03/15,Largo do Machado,1,732115
03/15,Flamengo,1,504892
03/15,Botafogo,1,1666664
03/15,Cardeal Arcoverde,1,390854
03/15,Siqueira Campos,1,73952
03/15,Cantagalo,1,391605
03/15,Ipanema / General Osorio,1,994974
03/15,Cidade Nova,2,256875
03/15,Sao Cristovao,2,443562
03/15,Maracana,2,342407
03/15,Triagem,2,1980
03/15,Maria da Graca,2,262943
03/15,Del Castilho,2,647637
03/15,Inhauma,2,187184
03/15,Engenho da Rainha,2,180552
03/15,Tomas Coelho,2,69334
03/15,Vicente de Carvalho,2,4893
03/15,Iraja,2,362499
03/15,Colegio,2,237388
03/15,Coelho Neto,2,393007
03/15,Acari/Fazenda Botafogo,2,19756
03/15,Engenheiro Rubens Paiva,2,225132
03/15,Pavuna,2,12718
04/15,Uruguai,1,566565
04/15,Saens Peña,1,718897
04/15,Sao Francisco Xavier,1,2629
04/15,Afonso Pena,1,292555
04/15,Estacio,1,258493
04/15,Praca Onze,1,217725
04/15,Central,1,1729774
04/15,Presidente Vargas,1,222599
04/15,Uruguaiana,1,1072927
04/15,Carioca,1,1376519
04/15,Cinelândia,1,90585
04/15,Gloria,1,291683
04/15,Catete,1,303175
04/15,Largo do Machado,1,635214
04/15,Flamengo,1,438066
04/15,Botafogo,1,1445602
04/15,Cardeal Arcoverde,1,346867
04/15,Siqueira Campos,1,652806
04/15,Cantagalo,1,345156
04/15,Ipanema / General Osorio,1,894688
04/15,Cidade Nova,2,218949
04/15,Sao Cristovao,2,369579
04/15,Maracana,2,313597
04/15,Triagem,2,17402
04/15,Maria da Graca,2,230884
04/15,Del Castilho,2,602084
04/15,Inhauma,2,168943
04/15,Engenho da Rainha,2,162445
04/15,Tomas Coelho,2,63909
04/15,Vicente de Carvalho,2,436925
04/15,Iraja,2,319613
04/15,Colegio,2,209941
04/15,Coelho Neto,2,348532
04/15,Acari/Fazenda Botafogo,2,177999
04/15,Engenheiro Rubens Paiva,2,200982
04/15,Pavuna,2,1137966
05/15,Uruguai,1,607144
05/15,Saens Peña,1,762391
05/15,Sao Francisco Xavier,1,279806
05/15,Afonso Pena,1,313182
05/15,Estacio,1,284858
05/15,Praca Onze,1,231704
05/15,Central,1,1824205
05/15,Presidente Vargas,1,232702
05/15,Uruguaiana,1,1140481
05/15,Carioca,1,1481751
05/15,Cinelândia,1,983724
05/15,Gloria,1,307797
05/15,Catete,1,321285
05/15,Largo do Machado,1,673633
05/15,Flamengo,1,465365
05/15,Botafogo,1,1538989
05/15,Cardeal Arcoverde,1,362274
05/15,Siqueira Campos,1,685999
05/15,Cantagalo,1,363881
05/15,Ipanema / General Osorio,1,936364
05/15,Cidade Nova,2,234194
05/15,Sao Cristovao,2,399784
05/15,Maracana,2,320233
05/15,Triagem,2,183291
05/15,Maria da Graca,2,244258
05/15,Del Castilho,2,644199
05/15,Inhauma,2,179007
05/15,Engenho da Rainha,2,170994
05/15,Tomas Coelho,2,66719
05/15,Vicente de Carvalho,2,462517
05/15,Iraja,2,338483
05/15,Colegio,2,221427
05/15,Coelho Neto,2,368639
05/15,Acari/Fazenda Botafogo,2,18856
05/15,Engenheiro Rubens Paiva,2,209942
05/15,Pavuna,2,1201876
06/15,Uruguai,1,614175
06/15,Saens Peña,1,759461
06/15,Sao Francisco Xavier,1,281201
06/15,Afonso Pena,1,314299
06/15,Estacio,1,286619
06/15,Praca Onze,1,235216
06/15,Central,1,1819561
06/15,Presidente Vargas,1,240026
06/15,Uruguaiana,1,1099738
06/15,Carioca,1,1549251
06/15,Cinelândia,1,1016993
06/15,Gloria,1,306488
06/15,Catete,1,317992
06/15,Largo do Machado,1,678585
06/15,Flamengo,1,468738
06/15,Botafogo,1,1553349
06/15,Cardeal Arcoverde,1,367354
06/15,Siqueira Campos,1,696865
06/15,Cantagalo,1,371063
06/15,Ipanema / General Osorio,1,966155
06/15,Cidade Nova,2,239965
06/15,Sao Cristovao,2,392305
06/15,Maracana,2,322615
06/15,Triagem,2,183646
06/15,Maria da Graca,2,240824
06/15,Del Castilho,2,64141
06/15,Inhauma,2,178199
06/15,Engenho da Rainha,2,170393
06/15,Tomas Coelho,2,66527
06/15,Vicente de Carvalho,2,461855
06/15,Iraja,2,337531
06/15,Colegio,2,219916
06/15,Coelho Neto,2,363828
06/15,Acari/Fazenda Botafogo,2,190214
06/15,Engenheiro Rubens Paiva,2,207147
06/15,Pavuna,2,1192964
07/15,Uruguai,1,648283
07/15,Saens Peña,1,813437
07/15,Sao Francisco Xavier,1,296743
07/15,Afonso Pena,1,323279
07/15,Estacio,1,318074
07/15,Praca Onze,1,240062
07/15,Central,1,1800411
07/15,Presidente Vargas,1,260075
07/15,Uruguaiana,1,1131784
07/15,Carioca,1,1679345
07/15,Cinelândia,1,1076864
07/15,Gloria,1,320562
07/15,Catete,1,337318
07/15,Largo do Machado,1,713839
07/15,Flamengo,1,49482
07/15,Botafogo,1,1641345
07/15,Cardeal Arcoverde,1,398879
07/15,Siqueira Campos,1,754761
07/15,Cantagalo,1,405054
07/15,Ipanema / General Osorio,1,1062179
07/15,Cidade Nova,2,260014
07/15,Sao Cristovao,2,364432
07/15,Maracana,2,35358
07/15,Triagem,2,195083
07/15,Maria da Graca,2,251244
07/15,Del Castilho,2,670959
07/15,Inhauma,2,185977
07/15,Engenho da Rainha,2,178337
07/15,Tomas Coelho,2,70363
07/15,Vicente de Carvalho,2,480377
07/15,Iraja,2,350842
07/15,Colegio,2,229493
07/15,Coelho Neto,2,391765
07/15,Acari/Fazenda Botafogo,2,19484
07/15,Engenheiro Rubens Paiva,2,217818
07/15,Pavuna,2,1250861
08/15,Uruguai,1,649279
08/15,Saens Peña,1,789656
08/15,Sao Francisco Xavier,1,29295
08/15,Afonso Pena,1,326766
08/15,Estacio,1,314082
08/15,Praca Onze,1,241749
08/15,Central,1,175043
08/15,Presidente Vargas,1,24503
08/15,Uruguaiana,1,1115011
08/15,Carioca,1,1571041
08/15,Cinelândia,1,104117
08/15,Gloria,1,313628
08/15,Catete,1,336987
08/15,Largo do Machado,1,706668
08/15,Flamengo,1,489787
08/15,Botafogo,1,1612722
08/15,Cardeal Arcoverde,1,40701
08/15,Siqueira Campos,1,731143
08/15,Cantagalo,1,393747
08/15,Ipanema / General Osorio,1,1072686
08/15,Cidade Nova,2,25181
08/15,Sao Cristovao,2,411526
08/15,Maracana,2,363137
08/15,Triagem,2,196407
08/15,Maria da Graca,2,2600
08/15,Del Castilho,2,680321
08/15,Inhauma,2,186699
08/15,Engenho da Rainha,2,1816
08/15,Tomas Coelho,2,69973
08/15,Vicente de Carvalho,2,483949
08/15,Iraja,2,357463
08/15,Colegio,2,228528
08/15,Coelho Neto,2,410388
08/15,Acari/Fazenda Botafogo,2,178976
08/15,Engenheiro Rubens Paiva,2,214635
08/15,Pavuna,2,1257865
09/15,Uruguai,1,635382
09/15,Saens Peña,1,758087
09/15,Sao Francisco Xavier,1,283419
09/15,Afonso Pena,1,318265
09/15,Estacio,1,30158
09/15,Praca Onze,1,236889
09/15,Central,1,1857932
09/15,Presidente Vargas,1,244718
09/15,Uruguaiana,1,1155761
09/15,Carioca,1,1542183
09/15,Cinelândia,1,102759
09/15,Gloria,1,300284
09/15,Catete,1,328553
09/15,Largo do Machado,1,680157
09/15,Flamengo,1,475549
09/15,Botafogo,1,158431
09/15,Cardeal Arcoverde,1,391797
09/15,Siqueira Campos,1,707842
09/15,Cantagalo,1,378254
09/15,Ipanema / General Osorio,1,1009473
09/15,Cidade Nova,2,250808
09/15,Sao Cristovao,2,408445
09/15,Maracana,2,363349
09/15,Triagem,2,193175
09/15,Maria da Graca,2,250053
09/15,Del Castilho,2,662815
09/15,Inhauma,2,186108
09/15,Engenho da Rainha,2,175979
09/15,Tomas Coelho,2,67142
09/15,Vicente de Carvalho,2,476168
09/15,Iraja,2,346434
09/15,Colegio,2,223075
09/15,Coelho Neto,2,399768
09/15,Acari/Fazenda Botafogo,2,156903
09/15,Engenheiro Rubens Paiva,2,214686
09/15,Pavuna,2,1234764
10/15,Uruguai,1,636859
10/15,Saens Peña,1,774901
10/15,Sao Francisco Xavier,1,289419
10/15,Afonso Pena,1,322507
10/15,Estacio,1,307398
10/15,Praca Onze,1,237177
10/15,Central,1,1887571
10/15,Presidente Vargas,1,246341
10/15,Uruguaiana,1,1162184
10/15,Carioca,1,1501785
10/15,Cinelândia,1,1003017
10/15,Gloria,1,302963
10/15,Catete,1,332583
10/15,Largo do Machado,1,693858
10/15,Flamengo,1,478753
10/15,Botafogo,1,1581131
10/15,Cardeal Arcoverde,1,381835
10/15,Siqueira Campos,1,713896
10/15,Cantagalo,1,379939
10/15,Ipanema / General Osorio,1,1005849
10/15,Cidade Nova,2,251617
10/15,Sao Cristovao,2,408873
10/15,Maracana,2,361849
10/15,Triagem,2,196686
10/15,Maria da Graca,2,252768
10/15,Del Castilho,2,689285
10/15,Inhauma,2,185825
10/15,Engenho da Rainha,2,176599
10/15,Tomas Coelho,2,67729
10/15,Vicente de Carvalho,2,488672
10/15,Iraja,2,352332
10/15,Colegio,2,224358
10/15,Coelho Neto,2,400517
10/15,Acari/Fazenda Botafogo,2,148343
10/15,Engenheiro Rubens Paiva,2,219207
10/15,Pavuna,2,1244325
11/15,Uruguai,1,602046
11/15,Saens Peña,1,727336
11/15,Sao Francisco Xavier,1,269194
11/15,Afonso Pena,1,301065
11/15,Estacio,1,290921
11/15,Praca Onze,1,226643
11/15,Central,1,1810663
11/15,Presidente Vargas,1,23453
11/15,Uruguaiana,1,1112623
11/15,Carioca,1,1441172
11/15,Cinelândia,1,948472
11/15,Gloria,1,287591
11/15,Catete,1,312713
11/15,Largo do Machado,1,652898
11/15,Flamengo,1,450899
11/15,Botafogo,1,1491613
11/15,Cardeal Arcoverde,1,368349
11/15,Siqueira Campos,1,675619
11/15,Cantagalo,1,360567
11/15,Ipanema / General Osorio,1,956105
11/15,Cidade Nova,2,241305
11/15,Sao Cristovao,2,388839
11/15,Maracana,2,313734
11/15,Triagem,2,182374
11/15,Maria da Graca,2,238984
11/15,Del Castilho,2,677413
11/15,Inhauma,2,177073
11/15,Engenho da Rainha,2,167269
11/15,Tomas Coelho,2,64484
11/15,Vicente de Carvalho,2,450902
11/15,Iraja,2,330213
11/15,Colegio,2,210329
11/15,Coelho Neto,2,364878
11/15,Acari/Fazenda Botafogo,2,140128
11/15,Engenheiro Rubens Paiva,2,207573
11/15,Pavuna,2,1170516
12/15,Uruguai,1,609483
12/15,Saens Peña,1,775045
12/15,Sao Francisco Xavier,1,270033
12/15,Afonso Pena,1,297894
12/15,Estacio,1,294494
12/15,Praca Onze,1,221412
12/15,Central,1,1919493
12/15,Presidente Vargas,1,244116
12/15,Uruguaiana,1,1190542
12/15,Carioca,1,1418488
12/15,Cinelândia,1,890553
12/15,Gloria,1,30111
12/15,Catete,1,323402
12/15,Largo do Machado,1,673583
12/15,Flamengo,1,454638
12/15,Botafogo,1,1493697
12/15,Cardeal Arcoverde,1,480285
12/15,Siqueira Campos,1,780352
12/15,Cantagalo,1,402208
12/15,Ipanema / General Osorio,1,114877
12/15,Cidade Nova,2,252847
12/15,Sao Cristovao,2,341807
12/15,Maracana,2,263348
12/15,Triagem,2,192455
12/15,Maria da Graca,2,23971
12/15,Del Castilho,2,708676
12/15,Inhauma,2,188702
12/15,Engenho da Rainha,2,176169
12/15,Tomas Coelho,2,67477
12/15,Vicente de Carvalho,2,484387
12/15,Iraja,2,342783
12/15,Colegio,2,21827
12/15,Coelho Neto,2,394095
12/15,Acari/Fazenda Botafogo,2,149908
12/15,Engenheiro Rubens Paiva,2,217239
12/15,Pavuna,2,123324
01/16,Uruguai,1,550116
01/16,Saens Peña,1,689962
01/16,Sao Francisco Xavier,1,247672
01/16,Afonso Pena,1,27491
01/16,Estacio,1,282487
01/16,Praca Onze,1,202829
01/16,Central,1,1725726
01/16,Presidente Vargas,1,216095
01/16,Uruguaiana,1,1127186
01/16,Carioca,1,1387415
01/16,Cinelândia,1,85961
01/16,Gloria,1,290843
01/16,Catete,1,298257
01/16,Largo do Machado,1,632332
01/16,Flamengo,1,427169
01/16,Botafogo,1,1391178
01/16,Cardeal Arcoverde,1,420347
01/16,Siqueira Campos,1,719007
01/16,Cantagalo,1,38897
01/16,Ipanema / General Osorio,1,1077938
01/16,Cidade Nova,2,224065
01/16,Sao Cristovao,2,299462
01/16,Maracana,2,262803
01/16,Triagem,2,176738
01/16,Maria da Graca,2,188745
01/16,Del Castilho,2,62715
01/16,Inhauma,2,169969
01/16,Engenho da Rainha,2,160119
01/16,Tomas Coelho,2,62092
01/16,Vicente de Carvalho,2,438981
01/16,Iraja,2,309203
01/16,Colegio,2,201339
01/16,Coelho Neto,2,369824
01/16,Acari/Fazenda Botafogo,2,136822
01/16,Engenheiro Rubens Paiva,2,201092
01/16,Pavuna,2,112807
02/16,Uruguai,1,614328
02/16,Saens Peña,1,732607
02/16,Sao Francisco Xavier,1,284407
02/16,Afonso Pena,1,312301
02/16,Estacio,1,298464
02/16,Praca Onze,1,279555
02/16,Central,1,1871688
02/16,Presidente Vargas,1,208372
02/16,Uruguaiana,1,1122058
02/16,Carioca,1,1604823
02/16,Cinelândia,1,898568
02/16,Gloria,1,377906
02/16,Catete,1,269273
02/16,Largo do Machado,1,73679
02/16,Flamengo,1,46467
02/16,Botafogo,1,1518329
02/16,Cardeal Arcoverde,1,488609
02/16,Siqueira Campos,1,762705
02/16,Cantagalo,1,420993
02/16,Ipanema / General Osorio,1,1266742
02/16,Cidade Nova,2,272018
02/16,Sao Cristovao,2,369612
02/16,Maracana,2,284771
02/16,Triagem,2,192089
02/16,Maria da Graca,2,250624
02/16,Del Castilho,2,657234
02/16,Inhauma,2,183352
02/16,Engenho da Rainha,2,166474
02/16,Tomas Coelho,2,63687
02/16,Vicente de Carvalho,2,48092
02/16,Iraja,2,330174
02/16,Colegio,2,209502
02/16,Coelho Neto,2,400686
02/16,Acari/Fazenda Botafogo,2,141778
02/16,Engenheiro Rubens Paiva,2,20825
02/16,Pavuna,2,119043
03/16,Uruguai,1,700574
03/16,Saens Peña,1,82581
03/16,Sao Francisco Xavier,1,314401
03/16,Afonso Pena,1,352209
03/16,Estacio,1,335461
03/16,Praca Onze,1,255289
03/16,Central,1,2011912
03/16,Presidente Vargas,1,27571
03/16,Uruguaiana,1,1294067
03/16,Carioca,1,174156
03/16,Cinelândia,1,113296
03/16,Gloria,1,332541
03/16,Catete,1,358114
03/16,Largo do Machado,1,766364
03/16,Flamengo,1,531752
03/16,Botafogo,1,1759192
03/16,Cardeal Arcoverde,1,426983
03/16,Siqueira Campos,1,790636
03/16,Cantagalo,1,431444
03/16,Ipanema / General Osorio,1,1141853
03/16,Cidade Nova,2,286716
03/16,Sao Cristovao,2,443777
03/16,Maracana,2,312942
03/16,Triagem,2,209017
03/16,Maria da Graca,2,261663
03/16,Del Castilho,2,745222
03/16,Inhauma,2,194081
03/16,Engenho da Rainha,2,181924
03/16,Tomas Coelho,2,70503
03/16,Vicente de Carvalho,2,522995
03/16,Iraja,2,367844
03/16,Colegio,2,232279
03/16,Coelho Neto,2,4425
03/16,Acari/Fazenda Botafogo,2,156491
03/16,Engenheiro Rubens Paiva,2,234337
03/16,Pavuna,2,1304643
04/16,Uruguai,1,650226
04/16,Saens Peña,1,75846
04/16,Sao Francisco Xavier,1,290088
04/16,Afonso Pena,1,322767
04/16,Estacio,1,307444
04/16,Praca Onze,1,226992
04/16,Central,1,1905481
04/16,Presidente Vargas,1,256351
04/16,Uruguaiana,1,1173504
04/16,Carioca,1,1524884
04/16,Cinelândia,1,1010701
04/16,Gloria,1,306763
04/16,Catete,1,33508
04/16,Largo do Machado,1,696236
04/16,Flamengo,1,488071
04/16,Botafogo,1,1613857
04/16,Cardeal Arcoverde,1,412693
04/16,Siqueira Campos,1,734456
04/16,Cantagalo,1,398867
04/16,Ipanema / General Osorio,1,1100513
04/16,Cidade Nova,2,252592
04/16,Sao Cristovao,2,416865
04/16,Maracana,2,306519
04/16,Triagem,2,196431
04/16,Maria da Graca,2,246573
04/16,Del Castilho,2,707544
04/16,Inhauma,2,183343
04/16,Engenho da Rainha,2,171204
04/16,Tomas Coelho,2,66435
04/16,Vicente de Carvalho,2,493175
04/16,Iraja,2,352375
04/16,Colegio,2,220409
04/16,Coelho Neto,2,428961
04/16,Acari/Fazenda Botafogo,2,147691
04/16,Engenheiro Rubens Paiva,2,221773
04/16,Pavuna,2,128025
05/16,Uruguai,1,661018
05/16,Saens Peña,1,764975
05/16,Sao Francisco Xavier,1,29553
05/16,Afonso Pena,1,327688
05/16,Estacio,1,328596
05/16,Praca Onze,1,234622
05/16,Central,1,1954913
05/16,Presidente Vargas,1,259618
05/16,Uruguaiana,1,1248151
05/16,Carioca,1,1616702
05/16,Cinelândia,1,1032789
05/16,Gloria,1,305999
05/16,Catete,1,336697
05/16,Largo do Machado,1,711503
05/16,Flamengo,1,499286
05/16,Botafogo,1,16427
05/16,Cardeal Arcoverde,1,388985
05/16,Siqueira Campos,1,736217
05/16,Cantagalo,1,391812
05/16,Ipanema / General Osorio,1,102965
05/16,Cidade Nova,2,271798
05/16,Sao Cristovao,2,424358
05/16,Maracana,2,315623
05/16,Triagem,2,198586
05/16,Maria da Graca,2,248382
05/16,Del Castilho,2,722035
05/16,Inhauma,2,186126
05/16,Engenho da Rainha,2,172837
05/16,Tomas Coelho,2,65493
05/16,Vicente de Carvalho,2,509532
05/16,Iraja,2,361807
05/16,Colegio,2,226866
05/16,Coelho Neto,2,454615
05/16,Acari/Fazenda Botafogo,2,154036
05/16,Engenheiro Rubens Paiva,2,228251
05/16,Pavuna,2,1328727
06/16,Uruguai,1,688388
06/16,Saens Peña,1,789993
06/16,Sao Francisco Xavier,1,304435
06/16,Afonso Pena,1,335709
06/16,Estacio,1,335575
06/16,Praca Onze,1,24299
06/16,Central,1,2040543
06/16,Presidente Vargas,1,272207
06/16,Uruguaiana,1,1326302
06/16,Carioca,1,1724454
06/16,Cinelândia,1,1098581
06/16,Gloria,1,307569
06/16,Catete,1,342401
06/16,Largo do Machado,1,740766
06/16,Flamengo,1,517041
06/16,Botafogo,1,1719569
06/16,Cardeal Arcoverde,1,396671
06/16,Siqueira Campos,1,754614
06/16,Cantagalo,1,403779
